"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"VNN3",3.64363231244784,3.34127089430625,18.1313287281785,8.77099684345749e-54,1.22839357280257e-53,110.89148357939
"SOD3",3.0911669787721,2.94574388218955,18.1085722147655,1.09840517394229e-53,1.53783829171934e-53,110.770878165643
"CMPK2",2.28765393255552,2.38052932274331,18.0901098884841,1.31834790939301e-53,1.84517558996519e-53,110.733474213865
"TCN1",-4.68966229637059,-4.46883928053783,-18.0392235957212,2.18008571556133e-53,3.0489740671974e-53,110.712958119222
"GPX8",1.77103041822861,1.70384623732695,18.0791658153225,1.46897670223096e-53,2.05577590860705e-53,110.707339650119
"MYBPHL",-4.02108798104697,-4.50420131175316,-18.0297153601383,2.39488388200402e-53,3.34866031175562e-53,110.647825545275
"SH3GL3",-5.15075695307816,-4.97540313012175,-18.0341316474445,2.29260518611842e-53,3.20599370648433e-53,110.633008114282
"LY96",2.68107033424482,2.27931710091317,18.0735435289616,1.55292851078745e-53,2.17302904531803e-53,110.501075471487
"MAPT",2.35984269683353,1.58841284733853,18.066752907573,1.66074460802304e-53,2.32364686752803e-53,110.491624134172
"ANKRD29",2.79691623709033,2.414388059404,18.060615355127,1.76461467059418e-53,2.46871170171352e-53,110.354223975106
"ZMAT1",2.40026602344468,2.62397007924347,18.046792023603,2.02296010477485e-53,2.82952965866569e-53,110.287170124831
"ZNF599",1.54625929870755,1.65131132195112,18.0266787614639,2.46784365468464e-53,3.45030525819673e-53,110.223887227732
"ABCB11",5.12564749150652,5.34856635196416,18.060487351437,1.76684872087128e-53,2.47157091102492e-53,110.032698316478
"HOXB13",-4.77876800827358,-4.81609043577885,-17.9618955674475,4.68083197638205e-53,6.53866460979603e-53,109.950487524913
"PRIM1",1.76113069651467,1.63176104212146,17.9975167484066,3.29209354791085e-53,4.60120737265585e-53,109.904146465968
"RTN2",2.2463046606566,2.20043381155571,18.0015366627725,3.16388707049066e-53,4.42249503653667e-53,109.866176869893
"ADAMTSL2",3.77769329571746,3.94896674161469,18.0113140575662,2.87250317012093e-53,4.01562956623903e-53,109.683586798473
"CD2",2.30449004961842,2.07091615781323,17.9828130006579,3.80688187352179e-53,5.31955830551188e-53,109.671382571868
"GJB6",-4.22170385529426,-4.59700082915739,-17.9269612599879,6.60997597664601e-53,9.2285269843799e-53,109.633717780285
"NCF4",1.62070403048622,1.68163033719001,17.9661208521502,4.48945612446415e-53,6.27268065502055e-53,109.614915741035
"SLC22A25",3.17576554041585,2.88142096025359,17.9905063100647,3.52822422247256e-53,4.93070569000873e-53,109.589882721888
"TEAD4",2.01659725574326,2.09021719153106,17.9574167468563,4.89260089323502e-53,6.83375003231267e-53,109.467420108262
"CAPN12",2.63375245635046,2.51444034689622,17.9570837047188,4.90872516286293e-53,6.8555343252071e-53,109.361082289171
"CD86",1.86810331852997,1.97131053735601,17.9422454993674,5.68368497708271e-53,7.93699105348099e-53,109.341740208144
"CDH12",-5.23114680735325,-5.02030864988763,-17.897120927661,8.87566538844883e-53,1.23851151176303e-52,109.286903985475
"AKR1B10",8.09638169900239,6.32967640843653,17.964718529718,4.55208835592958e-53,6.35950639828502e-53,109.26186544368
"ULK2",2.32402857237761,2.38502761331558,17.930615513557,6.37563554796443e-53,8.90230930667821e-53,109.153005383905
"FLRT3",3.02695802072834,3.38810496468687,17.9189375419255,7.1551678229504e-53,9.98862351033611e-53,108.912129300982
"ZNF837",1.54037244811217,1.69862671949916,17.8913931242554,9.39221933922118e-53,1.31030994261967e-52,108.890147287457
"GSTO2",2.63771597928209,2.45102806787046,17.9059896224896,8.13130886993335e-53,1.13500976240138e-52,108.857142954957
"NCAPG",2.81672300936058,2.14163854486022,17.8973451312437,8.85603383598429e-53,1.23590491540864e-52,108.739660089816
"IER3",2.67005259002532,2.71703440727797,17.8893496310637,9.58369223752773e-53,1.33687874424031e-52,108.686336411094
"CLIP3",1.52344120180408,1.5518725778774,17.8569631141294,1.31955451329524e-52,1.84012181511493e-52,108.552269155457
"PMEPA1",2.9671325974375,3.09397114277843,17.8758066018972,1.09551192528337e-52,1.52802205709969e-52,108.497601174686
"TLR1",1.97276919830426,1.93730129960568,17.8302986328505,1.71697433712431e-52,2.39381059755592e-52,108.22183490829
"TYRO3",2.54438642608233,2.19090785535961,17.8340970152669,1.65377900144663e-52,2.30595102982471e-52,108.16333654344
"LRRC25",1.93290586696202,2.02821459891164,17.8109230126314,2.07890855569091e-52,2.89779815528151e-52,108.036618371058
"SLC10A1",5.75423256525127,5.80825221086371,17.8574032566018,1.31383213613875e-52,1.83233869759814e-52,108.030599766803
"RAB3B",3.53050435398648,2.17385472215544,17.8116973064115,2.06307885642703e-52,2.87604176775631e-52,107.756411445453
"P2RY8",2.02672279518594,1.98257103462301,17.7834892333963,2.72546395352843e-52,3.79821873210363e-52,107.751426850448
"ART4",3.38164134788818,3.82371948725346,17.8055021883629,2.19318459636188e-52,3.05675985758228e-52,107.724254253533
"TIAM2",1.51239626436486,1.34263378370401,17.771163934604,3.07802037647295e-52,4.28816247900173e-52,107.709018903555
"WDR62",2.10187828415886,1.83349751561464,17.7759253510059,2.93672064443826e-52,4.09174884769013e-52,107.665181641447
"KIF2C",2.74322666037237,2.14371890275237,17.781934029167,2.76762253976932e-52,3.85655728798114e-52,107.614932406846
"KLK4",-4.87851327142637,-5.00929951367086,-17.7196551389251,5.11702972647782e-52,7.12729140473697e-52,107.574157534558
"CD163L1",2.17824762516793,1.99340892831222,17.7381634548485,4.26290978652442e-52,5.93826122466939e-52,107.279775955447
"KCNN3",1.76635839671415,1.47948100932746,17.7165325578523,5.27713217689354e-52,7.34950301140122e-52,107.132576875898
"BIRC7",-3.98234670955808,-3.8801367133062,-17.6628184611291,8.9643781085691e-52,1.24753941808816e-51,107.052711740555
"TMEM51",2.1152498673775,2.1524935611053,17.6845810538607,7.2325868266018e-52,1.00707199653777e-51,106.762018035368
"PCP4",-4.87691194647635,-4.77794329211815,-17.6303543588379,1.23471541634306e-51,1.717939694884e-51,106.701122785096
"KLHL29",2.56929332067763,2.25499455426474,17.6838833460268,7.2825367235694e-52,1.01391835794378e-51,106.678098207541
"LRRC1",2.85173679713097,2.31144644961789,17.6689401031088,8.43912726362406e-52,1.17456806100831e-51,106.480957260396
"LPAR3",-4.28727432534595,-4.63028487670598,-17.5799240362859,2.03006104515309e-51,2.82274119843717e-51,106.233791457225
"LMLN",1.75528047456351,1.86959506464504,17.622495362032,1.33420787642887e-51,1.85617115063543e-51,106.208263079773
"DCC",-4.65361294708764,-4.39263652675143,-17.5745559465118,2.14038144210769e-51,2.97550136894162e-51,106.166953785589
"KCNK1",3.46736509215741,3.32659625100162,17.6448154671433,1.07061183152578e-51,1.48977133355033e-51,106.125605468222
"CDC7",1.91274113339765,1.56678617991334,17.5992345388566,1.6781460192057e-51,2.33416325922935e-51,105.95494724358
"GSTM3",3.00213145569604,3.19720592380923,17.6136219284958,1.45620509125363e-51,2.02567861183707e-51,105.907986103825
"AURKB",2.51527607432887,1.93533008794902,17.5950452780313,1.74890908505992e-51,2.4323283666388e-51,105.814303279703
"EBF4",2.69740973933925,2.72613156583481,17.5767501519425,2.09458192806032e-51,2.91214382825387e-51,105.600922029836
"RAVER2",2.28289186366456,2.11471428810137,17.5660550870798,2.32746836193376e-51,3.23454591936155e-51,105.568070002266
"LRFN5",-4.78826031584323,-4.66336715711954,-17.5128734975594,3.93107727024373e-51,5.45786834601831e-51,105.558118692336
"APOC2",2.51810378418824,2.04413110272601,17.5690513629214,2.25973130993448e-51,3.14074598909665e-51,105.557406405051
"PAQR8",2.09697905637214,2.02033782992493,17.5566332704165,2.55397562143849e-51,3.548949432444e-51,105.505938183822
"KCNQ1",2.0905003840759,2.18320458010069,17.5507069065895,2.70760373915138e-51,3.761622781382e-51,105.448427433116
"ELN",3.4111882397248,3.53060843120711,17.5706337807176,2.22475613142877e-51,3.09246579030991e-51,105.404521439645
"DSCR8",-4.91226979027096,-4.95469693572434,-17.4932723266247,4.76857386327119e-51,6.61781029731812e-51,105.360313614118
"TRPM8",3.97436218141537,3.84158517345172,17.5555194573424,2.58216864328319e-51,3.5877419675103e-51,105.158238780394
"RNF125",2.76011154500965,3.06329655386609,17.5317140859674,3.26496936012866e-51,4.53450508822488e-51,105.146767801925
"HEPH",1.92975007136574,1.89082721300129,17.5075791934296,4.14159789688021e-51,5.74953841654552e-51,105.049634839063
"PCOLCE2",3.62206480162044,3.70162381329696,17.5360579873649,3.12814599181228e-51,4.34494459846696e-51,105.026592278514
"STC2",2.66601207935414,2.18348713948614,17.5075052810977,4.14461529119358e-51,5.75311231153603e-51,104.924526964832
"VCAN",3.42958124728328,3.24483869352685,17.5200691365317,3.6619922865096e-51,5.08481704532238e-51,104.901691417975
"GPSM2",1.73910144650942,1.54750105482279,17.4808236030792,5.39079933949558e-51,7.47973408355012e-51,104.817092964057
"MTHFD2",1.69394322840956,1.74075614551245,17.4792748694406,5.47368070520647e-51,7.59392066216392e-51,104.807927648162
"CLDN18",-4.23879087859542,-4.24519888656014,-17.4297413338591,8.91606602233993e-51,1.23604770956585e-50,104.766611879233
"HJURP",2.73880320401153,2.04254100993463,17.4876420348296,5.04056856994716e-51,6.99453617030705e-51,104.717731227761
"MUC13",5.18993482501568,3.77087738694032,17.5213783653738,3.61505032761431e-51,5.02017307578348e-51,104.715205994688
"INHBA",2.88704655728723,3.11450173619482,17.4685582213796,6.08315672724971e-51,8.43857684434864e-51,104.501837371525
"SUSD2",2.52691927027205,2.64330027983871,17.4566068837968,6.84316598397032e-51,9.4918505429694e-51,104.448321020928
"ADAMTS5",1.75548544159006,1.80767072095936,17.4415066345267,7.94054515406269e-51,1.10092729706216e-50,104.427442238015
"H19",5.39773538954536,5.49064552613698,17.4506058497494,7.25985688428685e-51,1.00687485429553e-50,104.016710602078
"SLC15A1",3.98003257396849,3.9269136550644,17.4248669326625,9.35450998655459e-51,1.29669144194028e-50,103.871860296514
"LILRB2",1.77527793843516,1.95793791860973,17.383755587682,1.4022511539509e-50,1.9429249692052e-50,103.857008361747
"CYP3A7",4.14657277614456,3.68068678504648,17.4204411232292,9.77123774565946e-51,1.35416780069234e-50,103.804842462581
"ZNF675",1.5928905075204,1.27816313033268,17.3753252321146,1.52359782159639e-50,2.11083474600729e-50,103.802015347891
"SHPK",1.84049929036759,2.10453003605692,17.3585473981765,1.79720931861871e-50,2.48884169555355e-50,103.599237330436
"KRT14",-4.85355660558741,-4.82273478755286,-17.3072811237688,2.97658203103978e-50,4.11681265570966e-50,103.548485754213
"NR3C2",2.41517802593015,2.79693563874762,17.3627765978147,1.7239269707772e-50,2.38761219680959e-50,103.545835380922
"CLDN2",4.61620781380158,4.49521925115053,17.3994005195587,1.20206847592726e-50,1.66573445335759e-50,103.544872736199
"FOLH1",2.84663833131713,3.38509619690985,17.3690289595436,1.62102258616823e-50,2.24557016816712e-50,103.530316512039
"AKR7L",2.58432314642076,2.5525134039399,17.3632513699052,1.71588897181663e-50,2.37673315667476e-50,103.521236212882
"CLVS2",-4.82039271815168,-4.95214577633888,-17.301083679766,3.16374200715879e-50,4.37520151708776e-50,103.489344511639
"PPARGC1B",1.6945160932063,1.60368910831369,17.3353749504149,2.25762074410505e-50,3.12443740448554e-50,103.393987357184
"KLF4",2.72519120595707,2.91217173245057,17.3465371619746,2.02273669757346e-50,2.80026452311976e-50,103.331166878956
"FAM13A",3.10098271841075,3.77813217439866,17.3537116637713,1.8848236480131e-50,2.60961670754223e-50,103.330724754593
"TNFRSF4",1.80100807944647,1.44725517334683,17.3265102201719,2.46342617699101e-50,3.4085356659474e-50,103.290586764374
"NBPF14",1.64655899848787,1.65315435453436,17.3230577741576,2.54856035683125e-50,3.52595646683364e-50,103.28021227612
"ATAD5",1.69122637224815,1.43002205705231,17.3187296372348,2.65945335388288e-50,3.67898601479304e-50,103.231447081966
"CSTA",3.31224583616379,3.26116409166757,17.3451002988655,2.05154610021249e-50,2.83984536383069e-50,103.204760865299
"APOC1P1",4.24531378230186,4.27535888088441,17.3581451760612,1.80433897362116e-50,2.49844868860412e-50,103.178808855657
"BACE2",3.30667671824757,3.31871101404697,17.3361925291453,2.23952785118124e-50,3.09972804042318e-50,103.11682929896
"LAMC3",3.24764314727455,3.57040349587954,17.3310769449491,2.35516484033003e-50,3.25908639119511e-50,103.079795869676
"VSIG10L",2.43140299701442,1.96137795404384,17.3096752177477,2.90728079919889e-50,4.02139266579998e-50,103.021239165838
"FBXL14",1.7361817322857,2.02251249103084,17.2838781085966,3.74729922036757e-50,5.18166258250784e-50,102.881744463868
"STIL",1.93562453784641,1.63360203642841,17.261585351639,4.66614958615944e-50,6.45016335023445e-50,102.631677023301
"SERPINA3",2.86606159846505,2.86557966545268,17.2725914198693,4.18735646359695e-50,5.78892893258821e-50,102.578424525371
"UGT1A6",3.37054539254781,3.00604730945996,17.2819999791402,3.81718163102472e-50,5.27773212414756e-50,102.573987623058
"CDR2L",1.8555470921653,2.13862448085111,17.2280459670915,6.48959130305285e-50,8.96694565940498e-50,102.314564349931
"CHODL",-4.19695173421446,-4.12761558776992,-17.1770969724507,1.07094824756543e-49,1.47914547390538e-49,102.300920051658
"ACSM3",3.29168743647517,4.00846312908797,17.2489300497046,5.2846743833419e-50,7.30439189191797e-50,102.264377377528
"PLK1",2.45303531528471,1.91981704619827,17.224828547149,6.69820110040365e-50,9.25420613733428e-50,102.184626169717
"CCL2",2.83699672432219,3.20315534901303,17.2316927878677,6.26097883553967e-50,8.65290328159558e-50,102.182728688021
"SPTA1",-3.65923087149674,-4.21095753856811,-17.1635891223727,1.22301644509566e-49,1.68863646315728e-49,102.175016573803
"PLEKHG6",2.45996433930307,2.45702787455661,17.2211228246077,6.94678765408846e-50,9.59663134386202e-50,102.146711856389
"CHAD",2.92200988013907,2.94254872502472,17.2288462719893,6.4387176783955e-50,8.89759805164102e-50,102.140721402672
"ZNF431",1.74835189383405,1.6782782657106,17.1998958669992,8.55910304373634e-50,1.18227048743888e-49,102.055485092304
"GALNT5",-3.74976582898192,-3.78537147139652,-17.1429515488509,1.49802973656317e-49,2.06769180452183e-49,101.973348213141
"AQP10",-4.55238477580912,-4.58724270740221,-17.1241644366637,1.80176289914077e-49,2.48587004898982e-49,101.775600273384
"GINS3",1.54559987188023,1.50063185847197,17.1555977751204,1.32295103265227e-49,1.82622927944888e-49,101.651694259959
"FBXO27",2.60985581925652,2.53315220975336,17.1723067245171,1.12258264906896e-49,1.55013087330766e-49,101.640254533828
"BAIAP2L2",2.84677705860983,2.59991706431025,17.1754602982235,1.08831753343839e-49,1.50297530909872e-49,101.629806106365
"IER5L",2.17404054769016,2.26348050508615,17.1618159623251,1.24451835406087e-49,1.71814179485368e-49,101.613181749951
"CDYL2",2.01249242930233,2.17375059936156,17.1428980998674,1.49881680572779e-49,2.06855832688489e-49,101.453708178721
"B4GALT6",1.60342823871362,1.61499930901958,17.1304504403986,1.69383999764452e-49,2.33721844978851e-49,101.396494741868
"GNRH2",-4.85520571785918,-3.83628742491514,-17.0600299885108,3.38306906803454e-49,4.66361511374213e-49,101.139332989179
"CENPE",2.31295542556532,1.7806897256188,17.1098738453198,2.07337141875423e-49,2.85999730380894e-49,101.080430419941
"KIF14",2.25001909613293,1.59227163521401,17.1050833447063,2.17328714903679e-49,2.99750214576687e-49,101.044042445791
"NCAPH",2.31478122921161,1.97460810826362,17.104802807139,2.1792852482647e-49,3.0054558266129e-49,101.030816784609
"MAMLD1",2.2993119350052,2.19130456691393,17.1029789879778,2.21868519731871e-49,3.05946747266703e-49,101.014749676747
"TMEM150B",2.81678789296017,2.26170132954687,17.0932965332402,2.44008780145896e-49,3.36441451083422e-49,100.828235953928
"NFE2L3",1.90671498726463,1.74501104520923,17.0567325730936,3.49441570910571e-49,4.8165969872804e-49,100.62615629855
"EBF1",1.77837447091466,1.3272030989333,17.0300997757443,4.53890612158003e-49,6.25496326410864e-49,100.384939937195
"EDNRA",1.6705872890667,1.6062045950504,17.0283881633692,4.61582758424458e-49,6.3582682261969e-49,100.384823155048
"PDE4D",1.88810852192205,1.86736552881937,17.0300697784931,4.5402431366028e-49,6.25614192202235e-49,100.367081562063
"PRKCZ",2.23632372152649,2.43560538157198,17.0285895319749,4.60671070996971e-49,6.34638294159081e-49,100.295890334859
"PFKP",2.54136957747056,2.57711086836814,17.0297675058126,4.55373778858488e-49,6.27407093786885e-49,100.25398933101
"CGA",-4.3229529130782,-4.41230609881981,-16.9638017889819,8.70103934582817e-49,1.19767247466105e-48,100.219751110256
"CHAF1B",2.23557462965502,1.8698368569189,17.0078996533547,5.64423643476384e-49,7.77406920970178e-49,100.093724068756
"TFDP3",-5.09482401984237,-4.8207274427226,-16.9423914734529,1.07351063099086e-48,1.47702961803986e-48,99.984204248198
"PEAR1",1.83290899920796,1.95165764736639,16.9894520633222,6.76466262834018e-49,9.31530840358964e-49,99.9779426705187
"GNAZ",2.73988034926817,1.69755034983271,16.9986058780943,6.18337419928729e-49,8.51574557011071e-49,99.9135307176872
"ARMC9",1.50651234707507,1.41051026303641,16.9738087925105,7.88719845872958e-49,1.08576474860633e-48,99.8752922002065
"GALNTL6",-4.36324635826438,-4.5765167554252,-16.9273412717122,1.24431180273418e-48,1.71167009661146e-48,99.8640941814597
"KIAA0895",2.2098752987924,2.45266888299485,16.9817759374854,7.29399331646612e-49,1.00431606447143e-48,99.8418694083491
"ABCC4",2.87764767826724,2.84414344537652,16.9815832177963,7.30780237824931e-49,1.00611077585417e-48,99.7211780052249
"SSBP2",1.89169126364085,1.97255730004625,16.9591923258167,9.1036330629697e-49,1.25295551704946e-48,99.6723951836002
"AIF1L",2.40227723564295,2.47925223705545,16.9578867494904,9.22100855409028e-49,1.26897571359511e-48,99.5751257216127
"AOAH",1.91250776017007,2.03587053024153,16.9459924982676,1.0362453172461e-48,1.42590781257418e-48,99.54010155642
"EHF",3.3856850867002,3.1570948043584,16.9391152379889,1.10857681428479e-48,1.52511515753354e-48,99.2063320687913
"BMP7",-4.4183400535372,-4.65402164153145,-16.8496283470933,2.6662269752182e-48,3.6649332903428e-48,99.1067871115923
"LOX",2.20784611292234,2.16801909234324,16.891724239823,1.76459620116712e-48,2.42660004919075e-48,98.9593346118484
"EPB41L3",1.83163742250203,1.93558010499592,16.872444681143,2.13181506251121e-48,2.93127392449265e-48,98.8323977783819
"PPP1R1A",4.4227318481025,4.88072422189399,16.9114179493677,1.45466472327401e-48,2.00060687929256e-48,98.7727522095016
"FUT8",1.58893219390202,1.74531493158237,16.8347438972527,3.08504463449068e-48,4.24018146556572e-48,98.5014184420595
"MAN1C1",3.00500406732805,3.49455135915706,16.8584425959882,2.4455136973858e-48,3.36225771627666e-48,98.4905064138633
"RAB6B",1.58753858909509,1.45639858713205,16.8195682340044,3.57978258871953e-48,4.91808277580668e-48,98.3532348681915
"ENTPD8",2.95627928669546,3.14711592216646,16.8198141373323,3.57116597909681e-48,4.90676391986144e-48,98.1223159977861
"F2RL1",3.3233051106872,3.07948893531833,16.8202080368438,3.55740664793418e-48,4.88837584771148e-48,98.0526628067285
"IL34",1.85180616303788,1.69395528768586,16.7918899472996,4.69511301752885e-48,6.44901456992567e-48,98.0413596942113
"OVGP1",2.4848567248477,2.64605012173996,16.798904537977,4.38325949832032e-48,6.02130221120013e-48,98.0053106740083
"SMARCD3",1.86214982498289,1.71837946576457,16.7399666878453,7.80785761498362e-48,1.07200176388405e-47,97.5319421541298
"DPP10",-4.94957952788611,-4.52183165798206,-16.6833939286448,1.35854203066735e-47,1.86308187458045e-47,97.4761387391775
"REG1B",-4.71010099643288,-5.04980182599985,-16.6819729916306,1.37756803984238e-47,1.88897435681902e-47,97.470753406826
"PXMP2",2.14629507762192,2.36042082945956,16.7369853851795,8.03917180683601e-48,1.10364401961289e-47,97.4571416676353
"SLC19A3",3.10140264469546,3.68192990007896,16.7537664170821,6.82082995577685e-48,9.36782134472017e-48,97.4474871457479
"CLCN2",1.60376590641476,1.73026663460527,16.7265053174244,8.90799553321805e-48,1.22266051564049e-47,97.4414726297529
"CRLF2",-3.79665412427329,-4.39492230298817,-16.676661711423,1.45107208046056e-47,1.98934583647644e-47,97.4318933118648
"MCM2",2.72354679523163,2.5452987378907,16.74324776424,7.56096299724564e-48,1.03821343249344e-47,97.4176733633076
"TOX3",3.01048569257142,2.90443774248979,16.7470111285938,7.287366019763e-48,1.00075100453275e-47,97.4009947770071
"PLA2G7",2.18891645761908,2.1233741681676,16.7241682815253,9.11419082526615e-48,1.2508295070034e-47,97.3242347569644
"AMY2B",2.1485680960578,2.31684421678483,16.7088034712436,1.0593772866826e-47,1.45342624362423e-47,97.1813493678853
"CPNE6",-4.1763507413727,-3.83718048798771,-16.6492875521616,1.8968193307422e-47,2.59934500879487e-47,97.1641821507252
"SLC17A3",2.96755074449688,3.05636740410872,16.709325687239,1.05397499258601e-47,1.44616727191912e-47,97.0400837418028
"ETV1",2.44682909736092,2.61252719370417,16.6953029043509,1.20906124993212e-47,1.65843667647533e-47,96.9976866409814
"VWCE",3.52061332396495,3.56768581300863,16.7145331946456,1.00158656251062e-47,1.37442991201664e-47,96.9830335588923
"ZDHHC13",1.78770456884239,1.70625035758513,16.6812013454266,1.38801148983097e-47,1.90309387863543e-47,96.9696905193638
"CHST7",2.20405342963067,2.5132056920613,16.6865611136906,1.31707352695988e-47,1.80640341056373e-47,96.9540115716696
"PPP4R4",2.16309462368445,2.23609985669387,16.6699837026698,1.54907562322642e-47,2.12347953544876e-47,96.7993216997858
"CDCA3",2.35451267890279,1.86867628668717,16.6685653369371,1.57072762198708e-47,2.1529329421368e-47,96.7534760339078
"PNMA5",-4.55138603350334,-4.64755609588025,-16.5936242951802,3.26957373106443e-47,4.47910907651199e-47,96.6176517864374
"ZNF597",1.56433537513631,1.70399469840935,16.6405573890872,2.0659583198887e-47,2.83082936277638e-47,96.6078799663436
"USP18",2.08788330526896,2.36871228405156,16.6028568043528,2.98730295251631e-47,4.09284771013074e-47,96.1566738988695
"BRCA2",1.62403820725385,1.49998529501118,16.5788385835495,3.77816296295462e-47,5.17529821747618e-47,95.9966947758296
"PTAFR",1.87269267499156,2.01191805512382,16.5514962187468,4.935929363012e-47,6.75977165848749e-47,95.6902704113302
"GPRIN2",-4.84434035205606,-4.11918036065956,-16.4952898671778,8.54876176871855e-47,1.1701387973266e-46,95.6567972212883
"FGR",1.52275399163106,1.74345372357293,16.5381441985402,5.62401121141721e-47,7.70047797603324e-47,95.6144016513055
"PART1",-4.44984421074197,-4.75397232984158,-16.489316704673,9.06242705771773e-47,1.24031763303383e-46,95.6087331989907
"GRAMD1C",2.59215883118837,3.10555505902064,16.5547254464332,4.78255751206894e-47,6.55041915305202e-47,95.5999580100895
"KRT16",-4.63043031408627,-4.54698432675258,-16.4720906973012,1.07230274785065e-46,1.46712977100047e-46,95.4381365984406
"NAA11",-4.72582230990343,-4.86528959039804,-16.4691150971724,1.10392253111121e-46,1.51007393211937e-46,95.4068273869896
"CECR2",2.89858807438365,2.85472403415424,16.538546898499,5.60191988083625e-47,7.67103895955508e-47,95.385963399794
"DLGAP5",2.50535664630913,1.82477106706515,16.5274092473251,6.24609684650095e-47,8.55044373832696e-47,95.349193159215
"SYNGR1",2.91319956404421,2.76323410230363,16.5320693302171,5.96802268870523e-47,8.170642068123e-47,95.3197915142234
"EMB",1.89439752123644,1.92983182235155,16.4852971890257,9.42532938610709e-47,1.2898498707837e-46,95.0405774818689
"ELF4",1.66602883978022,1.82539823703319,16.4715686871952,1.07778363112657e-46,1.47447340329093e-46,94.9431443432589
"GPR160",1.91958760737252,1.51524836216367,16.4658101715085,1.14013469722133e-46,1.55928067742349e-46,94.8466629339303
"SMAP1",1.53689303409989,1.56461830318159,16.4546345969174,1.27160662082825e-46,1.73890230437996e-46,94.7982262737624
"PNMT",-4.45176778418062,-3.7758088845262,-16.3946839126358,2.28303241760484e-46,3.11905554464908e-46,94.6921596538133
"ANKRD33",-4.35759861354725,-4.64213457891118,-16.393540071065,2.30865883955232e-46,3.15373433777911e-46,94.6826710599507
"PDE5A",1.62772211153369,1.72041361252421,16.4378940733468,1.49740845269162e-46,2.04703616580064e-46,94.6211918216971
"SLC29A4",3.41498700466445,2.9629485630497,16.468340475703,1.11230562505448e-46,1.5213810587238e-46,94.5989473306679
"NUDT7",1.92224665825182,2.07258021460113,16.4362361465657,1.52184337534682e-46,2.08000209594077e-46,94.5587311967874
"USP27X",1.88902653043194,1.638318427805,16.4180988211879,1.81662287062912e-46,2.48237386583128e-46,94.387095673029
"TFAP2C",-3.9645787740277,-4.05062568990204,-16.3526658393369,3.43991528590161e-46,4.69710648911831e-46,94.28918659411
"ZAP70",1.76059753346129,1.70054674802213,16.3999786753935,2.16806206152131e-46,2.96229584355363e-46,94.2314403001753
"CLEC2D",1.57591307778701,1.44659263978811,16.3839647884722,2.53476739573307e-46,3.46224486415497e-46,94.1042721926045
"GIPC2",2.98417802081702,3.39690008551852,16.3768598857942,2.71671876365361e-46,3.71038243596271e-46,93.7929191520202
"ACSM1",4.097954218171,3.46660648890744,16.3705155380967,2.89019046660159e-46,3.94688786432754e-46,93.5297512956565
"GUCA2A",-4.24227731880439,-4.1526251424878,-16.2720923588363,7.54595705471201e-46,1.02940487678093e-45,93.5087356913973
"ZNF468",2.46758808167536,2.36525109713758,16.3376255542534,3.983411534811e-46,5.43866333080219e-46,93.5055836032243
"ACOT1",2.52764584074785,2.74840923322265,16.3274535744661,4.3988125466277e-46,6.0045594432472e-46,93.3966057757988
"CDC20B",-3.93899034854917,-4.23675537898366,-16.2600215490539,8.48785758970525e-46,1.15753235868426e-45,93.3925650742711
"TMEM45A",3.70485011421534,4.17800713599674,16.3355287341979,4.06570637453328e-46,5.55043926059747e-46,93.249440114879
"TC2N",2.85721520281741,2.41715284293006,16.3068837013636,5.37573428746689e-46,7.33655540051834e-46,93.1337345766574
"SLC7A1",2.49398921422474,2.26177655091543,16.289478532772,6.36976686043398e-46,8.69133874936501e-46,93.032002300978
"SPP2",5.03136629101555,5.3181596634602,16.324753332886,4.51617405381516e-46,6.16411481207541e-46,92.998679463865
"CA5B",1.62466831922596,1.43961572687364,16.2678673950537,7.86312554868009e-46,1.07244708570372e-45,92.9668758748866
"ZNF670",1.60279173483349,1.5138190021833,16.2584986068054,8.61475012036388e-46,1.17471398375856e-45,92.8794799354945
"MTBP",1.52982853822294,1.20499187615506,16.2516903262817,9.20559264739627e-46,1.25514993923082e-45,92.8244871721622
"B3GNT5",2.55012816127447,1.91797253360317,16.2684684710431,7.81720300826933e-46,1.06629571965543e-45,92.8174307555095
"APOF",4.76571712405578,5.12812952026794,16.2963736252382,5.95572338217128e-46,8.12724383358815e-46,92.7364173287958
"ATP2C2",-3.74015292332758,-3.88302757957303,-16.189759308795,1.68270078570618e-45,2.29358051049183e-45,92.7117251408345
"XAGE5",-4.31310029550131,-4.5969205737829,-16.1787542162394,1.87299338880206e-45,2.55268812471113e-45,92.60624855102
"SLC6A20",-4.13463923502643,-3.84245539454946,-16.159800203076,2.25247137446432e-45,3.06826575835621e-45,92.4240771911978
"TRNP1",3.08467912028723,2.89590493471414,16.208161426814,1.40666143970532e-45,1.91753039964868e-45,92.1308436058984
"ZNF614",1.66483356560639,1.63951756483737,16.158142048846,2.28911613498303e-45,3.11785540063185e-45,91.8944729942663
"CTBP2",1.95393363117535,2.2442824785353,16.1615734897904,2.21393032465482e-45,3.0167152582407e-45,91.8808397468035
"OLFM4",-4.43992975851758,-4.51615027477087,-16.0801332356047,4.88912241852421e-45,6.65078379065402e-45,91.6533856477068
"ZNF69",1.95348229162404,2.16277738523188,16.1375507963053,2.79698169730887e-45,3.80878696686068e-45,91.6488223685513
